Player,From,To,Pos,Ht,Wt,Birth Date,College,Link
Alvin Scott,1978,1985,F-G,6-7,185.0,"September 14, 1955",Oral Roberts University,/players/s/scottal01.html
Brent Scott,1997,1997,F-C,6-10,250.0,"June 15, 1971",Rice University,/players/s/scottbr01.html
Byron Scott,1984,1997,G,6-3,195.0,"March 28, 1961",Arizona State University,/players/s/scottby01.html
Charlie Scott,1971,1980,G-F,6-5,175.0,"December 15, 1948",University of North Carolina,/players/s/scottch01.html
Dennis Scott,1991,2000,F,6-8,229.0,"September 5, 1968",Georgia Institute of Technology,/players/s/scottde01.html
James Scott,1997,1997,F,6-6,180.0,"June 6, 1972",St. John's University,/players/s/scottja01.html
Mike Scott,2013,2017,F,6-8,237.0,"July 16, 1988",University of Virginia,/players/s/scottmi01.html
Ray Scott,1962,1972,F-C,6-9,215.0,"July 12, 1938",University of Portland,/players/s/scottra01.html
Shawnelle Scott,1997,2002,C,6-10,250.0,"June 16, 1972",St. John's University,/players/s/scottsh01.html
Willie Scott,1970,1970,F,6-5,210.0,"May 22, 1947",Alabama State University,/players/s/scottwi01.html
Paul Scranton,1968,1968,F,6-5,230.0,"April 30, 1944","California State Polytechnic University, Pomona",/players/s/scranpa01.html
Carey Scurry,1986,1988,F,6-7,188.0,"December 4, 1962",Long Island University,/players/s/scurrca01.html
Bruce Seals,1974,1978,F,6-8,210.0,"June 18, 1953",Xavier University of Louisiana,/players/s/sealsbr01.html
Shea Seals,1998,1998,G,6-5,210.0,"August 26, 1975",University of Tulsa,/players/s/sealssh01.html
Malik Sealy,1993,2000,G,6-8,190.0,"February 1, 1970",St. John's University,/players/s/sealyma01.html
Ed Searcy,1976,1976,F,6-6,210.0,"April 17, 1952",St. John's University,/players/s/searced01.html
Kenny Sears,1956,1964,F,6-9,198.0,"August 17, 1933",Santa Clara University,/players/s/searske01.html
Wayne See,1950,1950,G,6-3,190.0,"November 3, 1923",Northern Arizona University,/players/s/seewa01.html
Thabo Sefolosha,2007,2017,G-F,6-7,220.0,"May 2, 1984",,/players/s/sefolth01.html
Rony Seikaly,1989,1999,C,6-11,230.0,"May 10, 1965",Syracuse University,/players/s/seikaro01.html
Glen Selbo,1950,1950,G-F,6-3,196.0,"March 29, 1926",University of Wisconsin,/players/s/selbogl01.html
Josh Selby,2012,2013,G,6-2,183.0,"March 27, 1991",University of Kansas,/players/s/selbyjo01.html
Wayne Selden,2017,2017,G-F,6-5,230.0,"September 30, 1994",University of Kansas,/players/s/seldewa01.html
Brad Sellers,1987,1993,C-F,7-0,210.0,"December 17, 1962",Ohio State University,/players/s/sellebr01.html
Phil Sellers,1977,1977,F-G,6-4,195.0,"November 20, 1953",Rutgers University,/players/s/selleph01.html
Rollie Seltz,1950,1950,G-F,5-10,165.0,"January 25, 1924",Hamline University,/players/s/seltzro01.html
Lester Selvage,1968,1970,G,6-1,175.0,"March 7, 1943",Truman State University,/players/s/selvale01.html
Frank Selvy,1955,1964,G-F,6-3,180.0,"November 9, 1932",Furman University,/players/s/selvyfr01.html
Jim Seminoff,1947,1950,G-F,6-2,190.0,"September 1, 1922",University of Southern California,/players/s/seminji01.html
Mouhamed Sene,2007,2009,C-F,6-11,230.0,"May 12, 1986",,/players/s/senesa01.html
George Senesky,1947,1954,G,6-2,179.0,"April 4, 1922",Saint Joseph's University,/players/s/senesge01.html
Kevin Seraphin,2011,2017,F,6-9,285.0,"December 7, 1989",,/players/s/serapke01.html
Ansu Sesay,2002,2005,F,6-9,225.0,"July 29, 1976",University of Mississippi,/players/s/sesayan01.html
Ramon Sessions,2008,2017,G,6-3,190.0,"April 11, 1986","University of Nevada, Reno",/players/s/sessira01.html
Ha Seung-Jin,2005,2006,C,7-3,305.0,"August 4, 1985",,/players/s/seungha01.html
Tom Sewell,1985,1985,G,6-5,185.0,"March 11, 1962",Lamar University,/players/s/sewelto01.html
Paul Seymour,1948,1960,G-F,6-1,180.0,"January 30, 1928",University of Toledo,/players/s/seymopa01.html
Nick Shaback,1947,1947,G,5-11,180.0,"September 10, 1918",,/players/s/shabani01.html
Lynn Shackelford,1970,1970,F,6-5,190.0,"August 27, 1947","University of California, Los Angeles",/players/s/shackly01.html
Charles Shackleford,1989,1999,F-C,6-10,225.0,"April 22, 1966",North Carolina State University,/players/s/shackch01.html
Carl Shaeffer,1950,1951,F-G,6-3,185.0,"October 25, 1924",University of Alabama,/players/s/shaefca01.html
Lee Shaffer,1962,1964,F,6-7,220.0,"February 23, 1939",University of North Carolina,/players/s/shaffle01.html
Mustafa Shakur,2011,2014,G,6-3,190.0,"August 18, 1984",University of Arizona,/players/s/shakumu01.html
God Shammgod,1998,1998,G,6-0,169.0,"April 29, 1976",Providence College,/players/s/shammgo01.html
Earl Shannon,1947,1949,G-F,5-11,170.0,"November 23, 1921",University of Rhode Island,/players/s/shannea01.html
Howie Shannon,1949,1950,G-F,6-2,175.0,"June 10, 1923",Kansas State University,/players/s/shannho01.html
Chuck Share,1952,1960,C,6-11,235.0,"March 14, 1927",Bowling Green State University,/players/s/sharech01.html
Bill Sharman*,1951,1961,G,6-1,175.0,"May 25, 1926",University of Southern California,/players/s/sharmbi01.html
Walter Sharpe,2009,2009,F,6-9,245.0,"July 18, 1986",University of Alabama at Birmingham,/players/s/sharpwa01.html
John Shasky,1989,1991,C,6-11,235.0,"July 31, 1964",University of Minnesota,/players/s/shaskjo01.html
Ron Shavlik,1957,1958,F,6-8,200.0,"December 4, 1933",North Carolina State University,/players/s/shavlro01.html
Brian Shaw,1989,2003,G,6-6,190.0,"March 22, 1966","University of California, Santa Barbara",/players/s/shawbr01.html
Casey Shaw,1999,1999,C,6-11,260.0,"July 20, 1975",University of Toledo,/players/s/shawca01.html
Bob Shea,1947,1947,F,6-2,194.0,"September 11, 1924",University of Rhode Island,/players/s/sheabo01.html
Fred Sheffield,1947,1947,F,6-2,165.0,"November 5, 1923",University of Utah,/players/s/shefffr01.html
Craig Shelton,1981,1982,F,6-7,210.0,"May 1, 1957",Georgetown University,/players/s/sheltcr01.html
Lonnie Shelton,1977,1986,F-C,6-8,240.0,"October 19, 1955",Oregon State University,/players/s/sheltlo01.html
Tornike Shengelia,2013,2014,F,6-9,217.0,"October 5, 1991",,/players/s/shengto01.html
Billy Shepherd,1973,1975,G,5-10,160.0,"November 18, 1949",Butler University,/players/s/shephbi01.html
Jeffrey Sheppard,1999,1999,G,6-3,190.0,"September 29, 1974",University of Kentucky,/players/s/sheppje01.html
Steve Sheppard,1978,1979,F,6-6,215.0,"March 21, 1954",University of Maryland,/players/s/sheppst01.html
Ed Sherod,1983,1983,G,6-2,170.0,"September 13, 1959",Virginia Commonwealth University,/players/s/sheroed01.html
Charley Shipp,1950,1950,G-F,6-1,200.0,"December 3, 1913",Catholic University of America,/players/s/shippch01.html
Paul Shirley,2003,2005,F-C,6-10,230.0,"December 23, 1977",Iowa State University,/players/s/shirlpa01.html
Gene Short,1976,1976,F,6-6,200.0,"August 7, 1953",Jackson State University,/players/s/shortge01.html
Purvis Short,1979,1990,F-G,6-7,210.0,"July 2, 1957",Jackson State University,/players/s/shortpu01.html
Dexter Shouse,1990,1990,G,6-2,200.0,"March 24, 1963",University of South Alabama,/players/s/shousde01.html
Dick Shrider,1949,1949,G,6-2,190.0,"February 7, 1923",Ohio University,/players/s/shriddi01.html
Gene Shue,1955,1964,G,6-2,170.0,"December 18, 1931",University of Maryland,/players/s/shuege01.html
John Shumate,1976,1981,F-C,6-9,235.0,"April 6, 1952",University of Notre Dame,/players/s/shumajo01.html
Iman Shumpert,2012,2017,G,6-5,220.0,"June 26, 1990",Georgia Institute of Technology,/players/s/shumpim01.html
Alexey Shved,2013,2015,G,6-6,190.0,"December 16, 1988",,/players/s/shvedal01.html
Pascal Siakam,2017,2017,F,6-9,230.0,"February 4, 1994",New Mexico State University,/players/s/siakapa01.html
Sam Sibert,1973,1973,F,6-7,215.0,"February 11, 1949",Kentucky State University,/players/s/sibersa01.html
Mark Sibley,1974,1974,G,6-2,175.0,"November 13, 1950",Northwestern University,/players/s/siblema01.html
Jerry Sichting,1981,1990,G,6-1,168.0,"November 29, 1956",Purdue University,/players/s/sichtje01.html
Donald Sidle,1969,1972,F-C,6-8,215.0,"June 21, 1946",University of Oklahoma,/players/s/sidledo01.html
Larry Siegfried,1964,1972,F,6-3,190.0,"May 22, 1939",Ohio State University,/players/s/siegfla01.html
Ralph Siewert,1947,1947,C,7-1,230.0,"December 31, 1923",Dakota Wesleyan University,/players/s/siewera01.html
Jack Sikma,1978,1991,C-F,6-11,230.0,"November 14, 1955",Illinois Wesleyan University,/players/s/sikmaja01.html
James Silas,1973,1982,G,6-1,180.0,"February 11, 1949",Stephen F. Austin State University,/players/s/silasja01.html
Paul Silas,1965,1980,F-C,6-7,220.0,"July 12, 1943",Creighton University,/players/s/silaspa01.html
Xavier Silas,2012,2012,G,6-5,205.0,"January 22, 1988",Northern Illinois University,/players/s/silasxa01.html
Garret Siler,2011,2011,C,6-11,305.0,"October 25, 1986",Augusta State University,/players/s/silerga01.html
Mike Silliman,1971,1971,F,6-6,225.0,"May 5, 1944",United States Military Academy,/players/s/sillimi01.html
Wayne Simien,2006,2007,F,6-9,255.0,"March 9, 1983",University of Kansas,/players/s/simiewa01.html
Bobby Simmons,2002,2012,G-F,6-7,210.0,"June 2, 1980",DePaul University,/players/s/simmobo01.html
Cedric Simmons,2007,2009,F,6-9,235.0,"January 3, 1986",North Carolina State University,/players/s/simmoce01.html
Connie Simmons,1947,1956,C-F,6-8,222.0,"March 15, 1925",,/players/s/simmoco01.html
Grant Simmons,1968,1969,G,6-3,190.0,"March 7, 1943",University of Nebraska,/players/s/simmogr01.html
Johnny Simmons,1947,1947,G,6-1,184.0,"July 7, 1924",New York University,/players/s/simmojo01.html
Jonathon Simmons,2016,2017,G-F,6-6,195.0,"September 14, 1989",University of Houston,/players/s/simmojo02.html
Lionel Simmons,1991,1997,F,6-7,210.0,"November 14, 1968",La Salle University,/players/s/simmoli01.html
Miles Simon,1999,1999,G,6-3,202.0,"November 21, 1975",University of Arizona,/players/s/simonmi01.html
Walter Simon,1968,1974,F-G,6-6,200.0,"December 1, 1939",Benedict College,/players/s/simonwa01.html
Dickey Simpkins,1995,2002,F,6-9,248.0,"April 6, 1972",Providence College,/players/s/simpkdi01.html
Ralph Simpson,1971,1980,G-F,6-5,200.0,"August 10, 1949",Michigan State University,/players/s/simpsra01.html
Alvin Sims,1999,1999,G,6-4,235.0,"October 18, 1974",University of Louisville,/players/s/simsal01.html
Bob Sims,1962,1968,G-F,6-5,220.0,"October 9, 1938",Pepperdine University,/players/s/simsbo01.html
Courtney Sims,2008,2009,C,6-10,245.0,"October 21, 1983",University of Michigan,/players/s/simsco01.html
Doug Sims,1969,1969,F,6-7,195.0,"June 29, 1943",Kent State University,/players/s/simsdo01.html
Henry Sims,2013,2016,C,6-10,248.0,"March 27, 1990",Georgetown University,/players/s/simshe01.html
Scott Sims,1978,1978,G,6-1,170.0,"April 18, 1955",University of Missouri,/players/s/simssc01.html
Kyle Singler,2013,2017,F,6-8,228.0,"May 4, 1988",Duke University,/players/s/singlky01.html
Sean Singletary,2009,2009,G,6-0,185.0,"September 6, 1985",University of Virginia,/players/s/singlse01.html
Chris Singleton,2012,2014,F,6-8,230.0,"November 21, 1989",Florida State University,/players/s/singlch01.html
James Singleton,2006,2012,F,6-8,216.0,"July 20, 1981",Murray State University,/players/s/singlja01.html
McKinley Singleton,1987,1987,G,6-5,175.0,"October 29, 1961",University of Alabama at Birmingham,/players/s/singlmc01.html
Zeke Sinicola,1952,1954,G,5-10,165.0,"January 25, 1929",Niagara University,/players/s/sinicze01.html
Charlie Sitton,1985,1985,F,6-8,210.0,"July 3, 1962",Oregon State University,/players/s/sittoch01.html
Peyton Siva,2014,2014,G,6-0,185.0,"October 24, 1990",University of Louisville,/players/s/sivape01.html
Scott Skiles,1987,1996,G,6-1,180.0,"March 5, 1964",Michigan State University,/players/s/skilesc01.html
Al Skinner,1975,1980,G,6-3,190.0,"June 16, 1952",University of Massachusetts Amherst,/players/s/skinnal01.html
Brian Skinner,1999,2012,F,6-9,255.0,"May 19, 1976",Baylor University,/players/s/skinnbr01.html
Tal Skinner,1975,1976,F-G,6-5,195.0,"September 10, 1952",University of Maryland Eastern Shore,/players/s/skinnta01.html
Whitey Skoog,1952,1957,G,5-11,180.0,"November 2, 1926",University of Minnesota,/players/s/skoogwh01.html
Jeff Slade,1963,1963,F,6-6,220.0,"March 1, 1941",Kenyon College,/players/s/sladeje01.html
Reggie Slater,1995,2003,F,6-7,215.0,"August 27, 1970",University of Wyoming,/players/s/slatere01.html
Jim Slaughter,1952,1952,C,6-11,210.0,"May 13, 1928",University of South Carolina,/players/s/slaugji01.html
Jose Slaughter,1983,1983,G,6-5,205.0,"September 9, 1960",University of Portland,/players/s/slaugjo01.html
Tamar Slay,2003,2005,G,6-8,215.0,"April 2, 1980",Marshall University,/players/s/slayta01.html
Donald Sloan,2012,2016,G,6-3,205.0,"January 15, 1988",Texas A&M University,/players/s/sloando01.html
Jerry Sloan*,1966,1976,G-F,6-5,195.0,"March 28, 1942",University of Evansville,/players/s/sloanje01.html
Uros Slokar,2007,2007,F,6-10,238.0,"May 14, 1983",,/players/s/slokaur01.html
Tom Sluby,1985,1985,G,6-4,200.0,"February 18, 1962",University of Notre Dame,/players/s/slubyto01.html
Keith Smart,1989,1989,G,6-1,175.0,"September 21, 1964",Indiana University,/players/s/smartke01.html
Marcus Smart,2015,2017,G,6-4,220.0,"March 6, 1994",Oklahoma State University,/players/s/smartma01.html
Belus Smawley,1947,1952,G-F,6-1,195.0,"March 20, 1918",Appalachian State University,/players/s/smawlbe01.html
Jack Smiley,1949,1950,F-G,6-3,190.0,"December 22, 1922",University of Illinois at Urbana-Champaign,/players/s/smileja01.html
Adrian Smith,1962,1972,G,6-1,180.0,"October 5, 1936",University of Kentucky,/players/s/smithad01.html
Al Smith,1972,1976,G,6-1,185.0,"January 15, 1947",Bradley University,/players/s/smithal01.html
Bill Smith,1962,1962,G-F,6-5,190.0,"April 26, 1939",Saint Peter's College,/players/s/smithbi01.html
Bingo Smith,1970,1980,F-G,6-5,195.0,"February 26, 1946",University of Tulsa,/players/s/smithbi02.html
Bobby Smith,1960,1962,G,6-4,190.0,"August 20, 1937",West Virginia University,/players/s/smithbo01.html
Charles Smith,1989,1997,F-C,6-10,230.0,"July 16, 1965",University of Pittsburgh,/players/s/smithch01.html
Charles Smith,1990,1996,G,6-1,160.0,"November 29, 1967",Georgetown University,/players/s/smithch02.html
Charles Smith,1998,2006,G,6-4,194.0,"August 22, 1975",University of New Mexico,/players/s/smithch04.html
Chris Smith,1993,1995,G,6-3,190.0,"May 17, 1970",University of Connecticut,/players/s/smithch03.html
Chris Smith,2014,2014,G,6-2,200.0,"October 13, 1987",University of Louisville,/players/s/smithch05.html
Clinton Smith,1987,1991,F,6-6,210.0,"January 19, 1964",Cleveland State University,/players/s/smithcl01.html
Craig Smith,2007,2012,F,6-7,250.0,"November 10, 1983",Boston College,/players/s/smithcr01.html
Deb Smith,1947,1947,F,6-3,180.0,"January 7, 1920",University of Utah,/players/s/smithde01.html
Derek Smith,1983,1991,G-F,6-6,205.0,"November 1, 1961",University of Louisville,/players/s/smithde02.html
Don Smith,1949,1949,G-F,6-2,190.0,"July 27, 1920",University of Minnesota,/players/s/smithdo01.html
Don Smith,1975,1975,G,6-0,160.0,"October 10, 1951",University of Dayton,/players/s/smithdo02.html
Donta Smith,2005,2006,G-F,6-7,215.0,"November 27, 1983",Southeastern Illinois College,/players/s/smithdo04.html
Doug Smith,1992,1996,F,6-10,220.0,"September 17, 1969",University of Missouri,/players/s/smithdo03.html
Ed Smith,1954,1954,F,6-6,180.0,"July 5, 1929",Harvard University,/players/s/smithed01.html
Elmore Smith,1972,1979,C,7-0,250.0,"May 9, 1949",Kentucky State University,/players/s/smithel01.html
Garfield Smith,1971,1973,C-F,6-9,235.0,"November 18, 1945",Eastern Kentucky University,/players/s/smithga01.html
Greg Smith,1969,1976,F,6-5,195.0,"January 28, 1947",Western Kentucky University,/players/s/smithgr01.html
Greg Smith,2012,2016,C,6-10,250.0,"January 8, 1991","California State University, Fresno",/players/s/smithgr02.html
Ish Smith,2011,2017,G,6-0,175.0,"July 5, 1988",Wake Forest University,/players/s/smithis01.html
J.R. Smith,2005,2017,G-F,6-6,225.0,"September 9, 1985",,/players/s/smithjr01.html
Jabari Smith,2001,2005,C,6-11,250.0,"February 12, 1977",Louisiana State University,/players/s/smithja01.html
Jason Smith,2008,2017,F-C,7-0,245.0,"March 2, 1986",Colorado State University,/players/s/smithja02.html
Jerry Smith,2012,2012,G,6-2,190.0,"September 26, 1987",University of Louisville,/players/s/smithje01.html
Jim Smith,1982,1983,F,6-9,225.0,"April 12, 1958",Ohio State University,/players/s/smithji01.html
Joe Smith,1996,2011,F,6-10,225.0,"July 26, 1975",University of Maryland,/players/s/smithjo02.html
John Smith,1969,1970,C,7-0,235.0,"May 24, 1944",University of Southern Colorado,/players/s/smithjo01.html
Josh Smith,2005,2016,F,6-9,225.0,"December 5, 1985",,/players/s/smithjo03.html
Keith Smith,1987,1987,G,6-3,180.0,"March 9, 1964",Loyola Marymount University,/players/s/smithke03.html
Ken Smith,1976,1976,F,6-7,185.0,"July 12, 1953",University of Tulsa,/players/s/smithke02.html
Kenny Smith,1988,1997,G,6-3,170.0,"March 8, 1965",University of North Carolina,/players/s/smithke01.html
LaBradford Smith,1992,1994,G,6-3,200.0,"April 3, 1969",University of Louisville,/players/s/smithla02.html
Larry Smith,1981,1993,F-C,6-8,215.0,"January 18, 1958",Alcorn State University,/players/s/smithla01.html
Leon Smith,2002,2004,C,6-10,235.0,"November 2, 1980",,/players/s/smithle01.html
Michael Smith,1990,1995,F,6-10,225.0,"May 19, 1965",Brigham Young University,/players/s/smithmi01.html
Michael Smith,1995,2001,F,6-8,230.0,"March 28, 1972",Providence College,/players/s/smithmi02.html
Mike Smith,2001,2001,F,6-8,195.0,"April 15, 1976",University of Louisiana at Monroe,/players/s/smithmi03.html
Nolan Smith,2012,2013,G,6-2,185.0,"July 25, 1988",Duke University,/players/s/smithno01.html
Otis Smith,1987,1992,G-F,6-5,210.0,"January 30, 1964",Jacksonville University,/players/s/smithot01.html
Pete Smith,1973,1973,F,6-6,205.0,,Valdosta State University,/players/s/smithpe01.html
Phil Smith,1975,1983,G,6-4,185.0,"April 22, 1952",University of San Francisco,/players/s/smithph01.html
Randy Smith,1972,1983,G-F,6-3,180.0,"December 12, 1948",State University of New York College at Buffalo,/players/s/smithra01.html
Reggie Smith,1993,1994,C,6-10,240.0,"August 21, 1970",Texas Christian University,/players/s/smithre01.html
Robert Smith,1978,1985,G,5-11,165.0,"March 10, 1955","University of Nevada, Las Vegas",/players/s/smithro01.html
Russ Smith,2015,2016,G,6-0,165.0,"April 19, 1991",University of Louisville,/players/s/smithru01.html
Sam Smith,1968,1971,F,6-7,230.0,"January 27, 1944",Kentucky Wesleyan College,/players/s/smithsa01.html
Sam Smith,1979,1980,G,6-4,200.0,"January 8, 1955","University of Nevada, Las Vegas",/players/s/smithsa02.html
Steve Smith,1992,2005,G,6-7,200.0,"March 31, 1969",Michigan State University,/players/s/smithst01.html
Steven Smith,2007,2007,F,6-8,235.0,"April 12, 1983",La Salle University,/players/s/smithst03.html
Stevin Smith,1997,1997,G,6-2,208.0,"January 24, 1972",Arizona State University,/players/s/smithst02.html
Theron Smith,2004,2005,F,6-8,225.0,"October 3, 1980",Ball State University,/players/s/smithth01.html
Tony Smith,1991,2001,G,6-3,185.0,"June 14, 1968",Marquette University,/players/s/smithto02.html
William Smith,1972,1973,C,7-0,220.0,"February 14, 1949",Syracuse University,/players/s/smithwi01.html
Willie Smith,1977,1980,G,6-2,170.0,"October 26, 1953",University of Missouri,/players/s/smithwi02.html
Rik Smits,1989,2000,C,7-4,250.0,"August 23, 1966",Marist College,/players/s/smitsri01.html
Mike Smrek,1986,1992,C,7-0,250.0,"August 31, 1962",Canisius College,/players/s/smrekmi01.html
Joe Smyth,1954,1954,F,6-3,215.0,"May 22, 1929",Niagara University,/players/s/smythjo01.html
Tony Snell,2014,2017,G-F,6-7,200.0,"November 10, 1991",University of New Mexico,/players/s/snellto01.html
Eric Snow,1996,2008,G,6-3,190.0,"April 24, 1973",Michigan State University,/players/s/snower01.html
Dick Snyder,1967,1979,G-F,6-5,207.0,"February 1, 1944",Davidson College,/players/s/snydedi01.html
Kirk Snyder,2005,2008,G,6-6,225.0,"June 5, 1983","University of Nevada, Reno",/players/s/snydeki01.html
Chips Sobek,1950,1950,G-F,6-0,180.0,"February 10, 1920",University of Notre Dame,/players/s/sobekch01.html
Ricky Sobers,1976,1986,G,6-3,198.0,"January 15, 1953","University of Nevada, Las Vegas",/players/s/soberri01.html
Ron Sobie,1957,1960,G,6-3,185.0,"September 21, 1934",DePaul University,/players/s/sobiero01.html
Mike Sojourner,1975,1977,C-F,6-9,225.0,"October 16, 1953",University of Utah,/players/s/sojoumi01.html
Willard Sojourner,1972,1975,C-F,6-8,225.0,"September 10, 1948",Weber State University,/players/s/sojouwi01.html
Will Solomon,2002,2009,G,6-1,185.0,"July 20, 1978",Clemson University,/players/s/solomwi01.html
Willie Somerset,1966,1969,G,5-8,170.0,"March 17, 1942",Duquesne University,/players/s/somerwi01.html
Darius Songaila,2004,2011,F,6-9,248.0,"February 14, 1978",Wake Forest University,/players/s/songada01.html
Dave Sorenson,1971,1973,F,6-8,225.0,"July 8, 1948",Ohio State University,/players/s/sorenda01.html
James Southerland,2014,2014,F,6-8,215.0,"April 28, 1990",Syracuse University,/players/s/southja01.html
Gino Sovran,1947,1947,F-G,6-2,175.0,"December 17, 1924",University of Detroit Mercy,/players/s/sovragi01.html
Pape Sow,2005,2007,F,6-10,250.0,"November 22, 1981","California State University, Fullerton",/players/s/sowpa01.html
Ken Spain,1971,1971,C,6-9,225.0,"October 6, 1946",University of Houston,/players/s/spainke01.html
Jim Spanarkel,1980,1984,G-F,6-5,190.0,"June 28, 1957",Duke University,/players/s/spanaji01.html
Vassilis Spanoulis,2007,2007,G,6-4,195.0,"August 7, 1982",,/players/s/spanova01.html
Daniel Sparks,1969,1970,F,6-8,200.0,"April 17, 1945",Weber State University,/players/s/sparkda01.html
Guy Sparrow,1958,1960,F,6-6,218.0,"November 2, 1932",University of Detroit Mercy,/players/s/sparrgu01.html
Rory Sparrow,1981,1992,G,6-2,175.0,"June 12, 1958",Villanova University,/players/s/sparrro01.html
Odie Spears,1949,1957,G,6-5,205.0,"June 26, 1925",Western Kentucky University,/players/s/spearod01.html
Art Spector,1947,1950,F,6-4,200.0,"October 17, 1920",Villanova University,/players/s/spectar01.html
Marreese Speights,2009,2017,C-F,6-10,255.0,"August 4, 1987",University of Florida,/players/s/speigma01.html
Andre Spencer,1993,1994,F,6-6,210.0,"July 20, 1964",Northern Arizona University,/players/s/spencan01.html
Elmore Spencer,1993,1997,C,7-0,270.0,"December 6, 1969","University of Nevada, Las Vegas",/players/s/spencel01.html
Felton Spencer,1991,2002,C,7-0,265.0,"January 15, 1968",University of Louisville,/players/s/spencfe01.html
Lou Spicer,1947,1947,F,6-2,195.0,"November 12, 1922",Syracuse University,/players/s/spicelo01.html
Craig Spitzer,1968,1968,C,7-0,225.0,"December 18, 1945",Tulane University,/players/s/spitzcr01.html
Tiago Splitter,2011,2017,F-C,6-11,245.0,"January 1, 1985",,/players/s/splitti01.html
Art Spoelstra,1955,1958,C,6-9,220.0,"September 11, 1932",Western Kentucky University,/players/s/spoelar01.html
Bruce Spraggins,1968,1968,F,6-5,188.0,,Virginia Union University,/players/s/spragbr01.html
Latrell Sprewell,1993,2005,G,6-5,190.0,"September 8, 1970",University of Alabama,/players/s/sprewla01.html
Larry Spriggs,1982,1986,F,6-7,230.0,"September 8, 1959",Howard University,/players/s/sprigla01.html
Jim Springer,1949,1949,C,6-9,235.0,"June 17, 1926",,/players/s/sprinji01.html
Jim Spruill,1949,1949,G,6-2,225.0,"February 26, 1923",Rice University,/players/s/spruiji01.html
Ryan Stack,1999,2000,F,6-11,215.0,"July 24, 1975",University of South Carolina,/players/s/stackry01.html
Jerry Stackhouse,1996,2013,G-F,6-6,218.0,"November 5, 1974",University of North Carolina,/players/s/stackje01.html
Kevin Stacom,1975,1982,G,6-3,185.0,"September 4, 1951",Providence College,/players/s/stacoke01.html
Erv Staggs,1970,1970,F-G,6-6,195.0,,Cheyney University of Pennsylvania,/players/s/stagger01.html
Bud Stallworth,1973,1977,F-G,6-5,190.0,"January 18, 1950",University of Kansas,/players/s/stallbu01.html
Dave Stallworth,1966,1975,F-C,6-7,200.0,"December 20, 1941",Wichita State University,/players/s/stallda01.html
Ed Stanczak,1950,1951,F,6-1,185.0,"August 15, 1921",,/players/s/stanced01.html
Terence Stansbury,1985,1987,G,6-5,170.0,"February 27, 1961",Temple University,/players/s/stanste01.html
John Starks,1989,2002,G,6-3,180.0,"August 10, 1965",Oklahoma State University,/players/s/starkjo01.html
Keith Starr,1977,1977,G-F,6-6,190.0,"March 14, 1954",University of Pittsburgh,/players/s/starrke01.html
Nik Stauskas,2015,2017,G,6-6,205.0,"October 7, 1993",University of Michigan,/players/s/stausni01.html
Larry Staverman,1959,1964,F,6-7,205.0,"October 11, 1936",Thomas More College,/players/s/stavela01.html
Larry Steele,1972,1980,G-F,6-5,180.0,"May 5, 1949",University of Kentucky,/players/s/steella01.html
Matt Steigenga,1997,1997,F,6-7,225.0,"March 27, 1970",Michigan State University,/players/s/steigma01.html
Vladimir Stepania,1999,2004,C,7-0,236.0,"May 8, 1976",,/players/s/stepavl01.html
D.J. Stephens,2014,2014,G-F,6-5,188.0,"December 19, 1990",University of Memphis,/players/s/stephdj01.html
Everette Stephens,1989,1991,G,6-2,175.0,"October 21, 1966",Purdue University,/players/s/stephev01.html
Jack Stephens,1956,1956,G-F,6-3,185.0,"May 18, 1933",University of Notre Dame,/players/s/stephja01.html
Joe Stephens,1997,2000,F,6-7,210.0,"January 28, 1973",University of Arkansas at Little Rock,/players/s/stephjo01.html
Lance Stephenson,2011,2017,G-F,6-5,230.0,"September 5, 1990",University of Cincinnati,/players/s/stephla01.html
Alex Stepheson,2016,2016,F,6-10,270.0,"August 7, 1987",University of Southern California,/players/s/stephal01.html
Brook Steppe,1983,1989,G-F,6-5,195.0,"November 7, 1959",Georgia Institute of Technology,/players/s/steppbr01.html
Barry Stevens,1993,1993,G-F,6-5,195.0,"January 17, 1963",Iowa State University,/players/s/steveba01.html
Wayne Stevens,1960,1960,F,6-3,185.0,"June 19, 1936",University of Cincinnati,/players/s/stevewa01.html
DeShawn Stevenson,2001,2013,G,6-5,210.0,"April 3, 1981",,/players/s/stevede01.html
Dennis Stewart,1971,1971,F,6-6,220.0,"April 11, 1947",University of Michigan,/players/s/stewade01.html
Kebu Stewart,1998,1998,F,6-8,239.0,"December 19, 1973","California State University, Bakersfield",/players/s/stewake01.html
Larry Stewart,1992,1997,F,6-8,220.0,"September 21, 1968",Coppin State University,/players/s/stewala01.html
Michael Stewart,1998,2005,C,6-10,230.0,"April 25, 1975",University of California,/players/s/stewami01.html
Norm Stewart,1957,1957,F,6-5,205.0,"January 20, 1935",University of Missouri,/players/s/stewano01.html
Greg Stiemsma,2012,2015,C,6-11,260.0,"September 26, 1985",University of Wisconsin,/players/s/stiemgr01.html
Steve Stipanovich,1984,1988,C,6-11,245.0,"November 17, 1960",University of Missouri,/players/s/stipast01.html
Bryant Stith,1993,2002,G,6-5,208.0,"December 10, 1970",University of Virginia,/players/s/stithbr01.html
Sam Stith,1962,1962,G,6-2,185.0,"July 22, 1937",St. Bonaventure University,/players/s/stithsa01.html
