Player,Bref_ID,Sref_Cbb_ID
D.J. Kennedy,kennedj01,dj-kennedy-1
Goo Kennedy,kennego01,
Joe Kennedy,kennejo01,
Pickles Kennedy,kennepi01,
Larry Kenon,kenonla01,larry-kenon-1
Billy Kenville,kenvibi01,
Jonathan Kerner,kernejo01,jonathan-kerner-1
Red Kerr,kerrre01,red-kerr-1
Steve Kerr,kerrst01,steve-kerr-1
Jack Kerris,kerrija01,
Jerome Kersey,kerseje01,
Tom Kerwin,kerwito01,
Alec Kessler,kesslal01,alec-kessler-1
Lari Ketner,ketnela01,lari-ketner-1
Julius Keye,keyeju01,
Randolph Keys,keysra01,randolph-keys-1
Viktor Khryapa,khryavi01,
Jason Kidd,kiddja01,jason-kidd-1
Warren Kidd,kiddwa01,warren-kidd-1
Michael Kidd-Gilchrist,kiddgmi01,michael-kidd-gilchrist-1
Irv Kiffin,kiffiir01,
Jack Kiley,kileyja01,
Earnie Killum,killuea01,
Carl Kilpatrick,kilpaca01,carl-kilpatrick-1
Sean Kilpatrick,kilpase01,sean-kilpatrick-1
Toby Kimball,kimbato01,
Bo Kimble,kimblbo01,bo-kimble-1
Stan Kimbrough,kimbrst01,stan-kimbrough-1
Chad Kinch,kinchch01,chad-kinch-1
Albert King,kingal01,albert-king-1
Bernard King,kingbe01,bernard-king-1
Chris King,kingch01,chris-king-1
Dan King,kingda01,
Frankie King,kingfr01,frankie-king-1
George King,kingge01,
Gerard King,kingge02,
Jim King,kingji01,
Jimmy King,kingji02,jimmy-king-1
Loyd King,kinglo01,
Maury King,kingma01,
Reggie King,kingre01,reggie-king-1
Rich King,kingri01,rich-king-1
Ron King,kingro01,
Stacey King,kingst01,stacey-king-1
Tom King,kingto01,
Bob Kinney,kinnebo01,
Tarence Kinsey,kinseta01,tarence-kinsey-1
Andrei Kirilenko,kirilan01,
Alex Kirk,kirkal01,alex-kirk-2
Walt Kirk,kirkwa01,
Wilber Kirkland,kirklwi01,
Jim Kissane,kissaji01,
Doug Kistler,kistldo01,
Curtis Kitchen,kitchcu01,curtis-kitchen-1
Greg Kite,kitegr01,greg-kite-1
Kerry Kittles,kittlke01,kerry-kittles-1
Joe Kleine,kleinjo01,joe-kleine-1
Linas Kleiza,kleizli01,linas-kleiza-1
Leo Klier,klierle01,
Herm Klotz,klotzhe01,
Duane Klueh,kluehdu01,
Lonnie Kluttz,kluttlo01,
Billy Knight,knighbi01,billy-knight-1
Bob Knight,knighbo01,
Brandin Knight,knighbr02,brandin-knight-1
Brandon Knight,knighbr03,brandon-knight-1
Brevin Knight,knighbr01,brevin-knight-1
Negele Knight,knighne01,negele-knight-1
Ron Knight,knighro01,
Toby Knight,knighto01,toby-knight-1
Travis Knight,knightr01,travis-knight-1
Lee Knorek,knorele01,
Dick Knostman,knostdi01,
Rod Knowles,knowlro01,
Bart Kofoed,kofoeba01,
Don Kojis,kojisdo01,
Milo Komenich,komenmi01,
Howard Komives,komivho01,
Jon Koncak,koncajo01,jon-koncak-1
Tom Kondla,kondlto01,
Bud Koper,koperbu01,
Joe Kopicki,kopicjo01,
Frank Kornet,kornefr01,frank-kornet-1
Yaroslav Korolev,korolya01,
Kyle Korver,korveky01,kyle-korver-1
Tony Koski,koskito01,
Len Kosmalski,kosmale01,
Andy Kostecka,kostean01,
Harold Kottman,kottmha01,
Kosta Koufos,koufoko01,kosta-koufos-1
Tom Kozelko,kozelto01,
Ronald Kozlicki,kozliro01,
Arvid Kramer,kramear01,
Barry Kramer,krameba01,
Joel Kramer,kramejo01,joel-kramer-1
Steven Kramer,kramest01,
Dan Kraus,krausda01,
Herb Krautblatt,krauthe01,
Viacheslav Kravtsov,kravtvi01,
Jim Krebs,krebsji01,
Wayne Kreklow,kreklwa01,wayne-kreklow-1
Tommy Kron,kronto01,
Tom Kropp,kroppto01,
Nenad Krstic,krstine01,
Larry Krystkowiak,krystla01,larry-krystkowiak-1
Steve Kuberski,kuberst01,
Leo Kubiak,kubiale01,
Bruce Kuczenski,kuczebr01,bruce-kuczenski-1
Frank Kudelka,kudelfr01,
John Kuester,kuestjo01,john-kuester-1
Ray Kuka,kukara01,
Toni Kukoc,kukocto01,
Kevin Kunnert,kunneke01,kevin-kunnert-1
Terry Kunze,kunzete01,
Mitch Kupchak,kupchmi01,mitch-kupchak-1
C.J. Kupec,kupeccj01,
Rob Kurz,kurzro01,rob-kurz-1
Ibo Kutluay,kutluib01,
Ognjen Kuzmic,kuzmiog01,
Mindaugas Kuzminskas,kuzmimi01,
Skal Labissiere,labissk01,skal-labissiere-1
Reggie Lacefield,lacefre01,
Edgar Lacey,laceyed01,
Sam Lacey,laceysa01,sam-lacey-1
Bob Lackey,lackebo01,
Fred LaCour,lacoufr01,
Wendell Ladner,ladnewe01,
Christian Laettner,laettch01,christian-laettner-1
Oliver Lafayette,lafayol01,oliver-lafayette-1
Raef LaFrentz,lafrera01,raef-lafrentz-1
Tom LaGarde,lagarto01,tom-lagarde-1
Bill Laimbeer,laimbbi01,bill-laimbeer-1
Pete Lalich,lalicpe01,
Bo Lamar,lamarbo01,
Doron Lamb,lambdo01,doron-lamb-1
Jeremy Lamb,lambje01,jeremy-lamb-1
John Lambert,lambejo01,john-lambert-1
Jeff Lamp,lampje01,jeff-lamp-1
Maciej Lampe,lampema01,
Jim Lampley,lamplji01,
Sean Lampley,lamplse01,sean-lampley-1
Carl Landry,landrca01,carl-landry-1
Marcus Landry,landrma01,marcus-landry-1
Mark Landsberger,landsma01,mark-landsberger-1
Jerome Lane,laneje01,jerome-lane-1
Andrew Lang,langan01,andrew-lang-1
Antonio Lang,langan02,antonio-lang-1
James Lang,langja01,
Trajan Langdon,langdtr01,trajan-langdon-1
Keith Langford,langfke01,keith-langford-1
Dan Langhi,langhda01,dan-langhi-1
Bob Lanier,laniebo01,bob-lanier-1
Stu Lantz,lantzst01,
Nicolas Laprovittola,laproni01,
York Larese,laresyo01,
Shane Larkin,larkish01,shane-larkin-1
Rusty LaRue,larueru01,rusty-larue-1
Rudy LaRusso,larusru01,
John Laskowski,laskojo01,
Stephane Lasme,lasmest01,stephane-lasme-1
Dave Lattin,lattida01,
Priest Lauderdale,laudepr01,
Rich Laurel,laureri01,
Harry Laurie,lauriha01,
Walt Lautenbach,lautewa01,
Joffrey Lauvergne,lauvejo01,
Tony Lavelli,lavelto01,
Zach LaVine,lavinza01,zach-lavine-1
Bob Lavoy,lavoybo01,
Acie Law,lawac01,acie-law-1
Gani Lawal,lawalga01,gani-lawal-1
Edmund Lawrence,lawreed01,edmund-lawrence-1
Jason Lawson,lawsoja01,jason-lawson-1
Ty Lawson,lawsoty01,ty-lawson-1
Jake Layman,laymaja01,jake-layman-1
Mo Layton,laytomo01,
Manny Leaks,leaksma01,
Hal Lear,learha01,
Allen Leavell,leaveal01,
Jeff Lebo,leboje01,jeff-lebo-1
Eric Leckner,leckner01,eric-leckner-1
Ricky Ledo,ledori01,
Butch Lee,leebu01,butch-lee-1
Clyde Lee,leecl01,
Courtney Lee,leeco01,courtney-lee-1
David Lee,leeda01,
David Lee,leeda02,david-lee-1
Dick Lee,leedi01,
Doug Lee,leedo01,doug-lee-1
George Lee,leege01,
Greg Lee,leegr01,
Keith Lee,leeke01,keith-lee-1
Kurk Lee,leeku01,kurk-lee-1
Malcolm Lee,leema01,malcolm-lee-1
Rock Lee,leero02,rock-lee-1
Ron Lee,leero01,ron-lee-1
Russ Lee,leeru01,
Ed Leede,leedeed01,
Hank Lefkowitz,lefkoha01,
Tim Legler,legleti01,tim-legler-1
George Lehmann,lehmage01,
Alex Len,lenal01,alex-len-1
Voshon Lenard,lenarvo01,voshon-lenard-1
Leary Lentz,lentzle01,
Gary Leonard,leonaga01,gary-leonard-1
Kawhi Leonard,leonaka01,kawhi-leonard-1
Meyers Leonard,leoname01,meyers-leonard-1
Slick Leonard,leonasl01,
Jim Les,lesji01,jim-les-1
Travis Leslie,leslitr01,travis-leslie-1
Ronnie Lester,lestero01,ronnie-lester-1
Clifford Lett,lettcl01,clifford-lett-1
Jon Leuer,leuerjo01,jon-leuer-1
Andrew Levane,levanan01,
Fat Lever,leverfa01,fat-lever-1
Caris LeVert,leverca01,caris-levert-1
Cliff Levingston,levincl01,cliff-levingston-1
Bobby Lewis,lewisbo01,
Cedric Lewis,lewisce01,cedric-lewis-1
Freddie Lewis,lewisfr01,
Freddie Lewis,lewisfr02,
Grady Lewis,lewisgr01,
Martin Lewis,lewisma01,
Mike Lewis,lewismi01,
Quincy Lewis,lewisqu01,quincy-lewis-1
Ralph Lewis,lewisra01,ralph-lewis-1
Rashard Lewis,lewisra02,
Reggie Lewis,lewisre01,reggie-lewis-1
Marcus Liberty,liberma01,marcus-liberty-1
Todd Lichti,lichtto01,todd-lichti-1
Barry Liebowitz,lieboba01,
DeAndre Liggins,liggide01,deandre-liggins-1
Bill Ligon,ligonbi01,
Goose Ligon,ligongo01,
Damian Lillard,lillada01,damian-lillard-1
Jeremy Lin,linje01,jeremy-lin-1
Steve Lingenfelter,lingest01,
Alton Lister,listeal01,alton-lister-1
Samuel Little,littlsa01,
Gene Littles,littlge01,
Randy Livingston,livinra01,randy-livingston-1
Shaun Livingston,livinsh01,
Ron Livingstone,livinro01,
Horacio Llamas Grey,llamaho01,
Bobby Lloyd,lloydbo01,
Chuck Lloyd,lloydch01,
Earl Lloyd,lloydea01,
Lewis Lloyd,lloydle01,lewis-lloyd-1
Scott Lloyd,lloydsc01,scott-lloyd-1
Riney Lochmann,lochmri01,
Bob Lochmueller,lochmbo01,
Rob Lock,lockro01,rob-lock-1
Darrell Lockhart,lockhda01,darrell-lockhart-1
Ian Lockhart,lockhia01,ian-lockhart-1
Kevin Loder,loderke01,
Don Lofgran,lofgrdo01,
Henry Logan,loganhe01,
John Logan,loganjo01,
Brad Lohaus,lohaubr01,brad-lohaus-1
Art Long,longar01,art-long-1
Grant Long,longgr01,grant-long-1
John Long,longjo01,
Paul Long,longpa01,
Shawn Long,longsh01,shawn-long-1
Willie Long,longwi01,
Luc Longley,longllu01,luc-longley-1
Kevon Looney,looneke01,kevon-looney-1
Brook Lopez,lopezbr01,brook-lopez-1
Felipe Lopez,lopezfe01,felipe-lopez-1
Raul Lopez,lopezra01,
Robin Lopez,lopezro01,robin-lopez-1
Ryan Lorthridge,lorthry01,ryan-lorthridge-1
Jim Loscutoff,loscuji01,
Plummer Lott,lottpl01,
Kevin Loughery,loughke01,kevin-loughery-1
Bob Love,lovebo01,
Kevin Love,loveke01,kevin-love-1
Stan Love,lovest01,
Clyde Lovellette,lovelcl01,
Sidney Lowe,lowesi01,sidney-lowe-1
Charlie Lowery,lowerch01,
Kyle Lowry,lowryky01,kyle-lowry-1
Al Lucas,lucasal01,
Jerry Lucas,lucasje01,jerry-lucas-1
John Lucas,lucasjo01,john-lucas-1
Kalin Lucas,lucaska01,kalin-lucas-1
Maurice Lucas,lucasma01,maurice-lucas-1
John Lucas III,lucasjo02,john-lucas-2
Ted Luckenbill,luckete01,
Tyronn Lue,luety01,tyronn-lue-1
Jim Luisi,luisiji01,
Al Lujack,lujacal01,
Phil Lumpkin,lumpkph01,
Ray Lumpp,lumppra01,
Timothe Luwawu-Cabarrot,luwawti01,
Trey Lyles,lylestr01,trey-lyles-1
R.B. Lynam,lynamrb01,
George Lynch,lynchge01,george-lynch-1
Kevin Lynch,lynchke01,kevin-lynch-1
Lonnie Lynn,lynnlo01,
Mike Lynn,lynnmi01,
Mike Macaluso,macalmi01,
Ed Macauley,macaued01,ed-macauley-1
Todd MacCulloch,maccuto01,todd-macculloch-1
Ronnie MacGilvray,macgiro01,
Scott Machado,machasc01,scott-machado-1
Arvydas Macijauskas,macijar01,
Ollie Mack,mackol01,ollie-mack-1
Sam Mack,macksa01,sam-mack-1
Shelvin Mack,macksh01,shelvin-mack-1
Malcolm Mackey,mackema01,malcolm-mackey-1
Rudy Macklin,macklru01,rudy-macklin-1
Vernon Macklin,macklve01,vernon-macklin-1
Johnny Macknowski,macknjo01,
Don MacLean,macledo01,don-maclean-1
Mark Macon,maconma01,mark-macon-1
Kyle Macy,macyky01,kyle-macy-1
Jack Maddox,maddoja01,
Tito Maddox,maddoti01,tito-maddox-1
Gerald Madkins,madkige01,gerald-madkins-1
Mark Madsen,madsema01,mark-madsen-1
Norm Mager,magerno01,
Corey Maggette,maggeco01,corey-maggette-1
Dave Magley,magleda01,dave-magley-1
Jamaal Magloire,magloja01,jamaal-magloire-1
Randolph Mahaffey,mahafra01,
Ian Mahinmi,mahinia01,
John Mahnken,mahnkjo01,
Brian Mahoney,mahonbr01,
Mo Mahoney,mahonmo01,
Rick Mahorn,mahorri01,
Dan Majerle,majerda01,dan-majerle-1
Renaldo Major,majorre01,renaldo-major-1
Thon Maker,makerth01,
Lionel Malamed,malamli01,
Jeff Malone,malonje01,jeff-malone-1
Karl Malone,malonka01,karl-malone-1
Moses Malone,malonmo01,
Matt Maloney,malonma01,matt-maloney-1
Steve Malovic,malovst01,steve-malovic-1
Mike Maloy,maloymi01,
Ted Manakas,manakte01,
John Mandic,mandijo01,
Frank Mangiapane,mangifr01,
Danny Manning,mannida01,danny-manning-1
Ed Manning,mannied01,
Guy Manning,mannigu01,
Rich Manning,manniri01,rich-manning-1
Pace Mannion,mannipa01,pace-mannion-1
Nick Mantis,mantini01,
Pete Maravich,maravpe01,pete-maravich-1
Press Maravich,maravpr01,
Devyn Marble,marblde01,roy-devyn-marble-1
Roy Marble,marblro01,roy-marble-1
Stephon Marbury,marbust01,stephon-marbury-1
Sarunas Marciulionis,marcisa01,
Saul Mariaschin,mariasa01,
Jack Marin,marinja01,
Shawn Marion,mariosh01,shawn-marion-1
Boban Marjanovic,marjabo01,
Damir Markota,markoda01,
Sean Marks,marksse01,sean-marks-1
Harvey Marlatt,marlaha01,
Jim Marsh,marshji01,
Ricky Marsh,marshri01,
Donny Marshall,marshdo02,donny-marshall-1
Donyell Marshall,marshdo01,donyell-marshall-1
Kendall Marshall,marshke01,kendall-marshall-1
Rawle Marshall,marshra01,rawle-marshall-1
Tom Marshall,marshto01,
Vester Marshall,marshve01,
Bill Martin,martibi01,bill-martin-1
Bob Martin,martibo01,bob-martin-1
Brian Martin,martibr01,brian-martin-1
Cartier Martin,martica01,cartier-martin-1
Cuonzo Martin,marticu01,cuonzo-martin-1
Darrick Martin,martida01,darrick-martin-1
Dino Martin,martidi01,
Don Martin,martido01,
Fernando Martin,martife01,
Jarell Martin,martija01,jarell-martin-1
Jeff Martin,martije01,jeff-martin-1
Kenyon Martin,martike01,kenyon-martin-1
Kevin Martin,martike02,kevin-martin-1
LaRue Martin,martila01,
Maurice Martin,martima01,maurice-martin-1
Phil Martin,martiph01,
Slater Martin,martisl01,slater-martin-1
Whitey Martin,martiwh01,
Jamal Mashburn,mashbja01,jamal-mashburn-1
Al Masino,masinal01,
Anthony Mason,masonan01,anthony-mason-1
Desmond Mason,masonde01,desmond-mason-1
Roger Mason,masonro01,roger-mason-1
Tony Massenburg,masseto01,tony-massenburg-1
Eddie Mast,masted01,
Johnny Mathis,mathijo01,
Wes Matthews,matthwe01,wes-matthews-1
Wesley Matthews,matthwe02,wesley-matthews-1
Ariel Maughan,maughar01,
Marlon Maxey,maxeyma01,marlon-maxey-1
Jason Maxiell,maxieja01,jason-maxiell-1
Cedric Maxwell,maxwece01,cedric-maxwell-1
Vernon Maxwell,maxweve01,vernon-maxwell-1
Don May,maydo01,
Scott May,maysc01,scott-may-1
Sean May,mayse01,sean-may-1
Lee Mayberry,maybele01,lee-mayberry-1
Clyde Mayes,mayescl01,
Tharon Mayes,mayesth01,tharon-mayes-1
Bill Mayfield,mayfibi01,bill-mayfield-1
Ken Mayfield,mayfike01,
Eric Maynor,maynoer01,eric-maynor-1
O.J. Mayo,mayooj01,oj-mayo-1
Travis Mays,maystr01,travis-mays-1
Matt Mazza,mazzama01,
Luc Mbah a Moute,mbahalu01,luc-richard-mbah-a-moute-1
Bob McAdoo,mcadobo01,bob-mcadoo-1
James Michael McAdoo,mcadoja01,james-michael-mcadoo-1
Ken McBride,mcbrike01,
Ray McCallum,mccalra01,ray-mccallum-2
Bob McCann,mccanbo01,
Brendan McCann,mccanbr01,
Mel McCants,mccanme01,mel-mccants-1
Rashad McCants,mccanra01,rashad-mccants-1
Mike McCarron,mccarmi01,
Andre McCarter,mccaran01,andre-mccarter-1
Willie McCarter,mccarwi01,
Johnny McCarthy,mccarjo01,
Howie McCarty,mccarho01,
Kelly McCarty,mccarke01,kelly-mccarty-1
Walter McCarty,mccarwa01,walter-mccarty-1
Amal McCaskill,mccasam01,amal-mccaskill-1
Patrick McCaw,mccawpa01,patrick-mccaw-1
Dwayne McClain,mccladw01,dwayne-mcclain-1
Ted McClain,mcclate01,
Sheldon McClellan,mcclesh01,sheldon-mcclellan-1
Dan McClintock,mcclida01,dan-mcclintock-1
Jack McCloskey,mccloja01,jack-mccloskey-1
George McCloud,mccloge01,george-mccloud-1
C.J. McCollum,mccolcj01,cj-mccollum-1
John McConathy,mcconjo01,
Bucky McConnell,mcconbu01,
T.J. McConnell,mccontj01,tj-mcconnell-1
Keith McCord,mccorke01,keith-mccord-1
Tim McCormick,mccorti01,tim-mccormick-1
Jelani McCoy,mccoyje01,jelani-mccoy-1
Paul McCracken,mccrapa01,
Chris McCray,mccrach01,chris-mccray-1
Rodney McCray,mccraro01,rodney-mccray-1
Scooter McCray,mccrasc01,scooter-mccray-1
Chris McCullough,mcculch01,chris-mccullough-1
John McCullough,mcculjo01,john-mccullough-1
Clint McDaniel,mcdancl01,clint-mcdaniel-1
Xavier McDaniel,mcdanxa01,xavier-mcdaniel-1
Jim McDaniels,mcdanji01,
K.J. McDaniels,mcdankj01,kj-mcdaniels-1
Doug McDermott,mcderdo01,doug-mcdermott-1
Ben McDonald,mcdonbe01,ben-mcdonald-1
Glenn McDonald,mcdongl01,
Michael McDonald,mcdonmi01,michael-mcdonald-1
Roderick McDonald,mcdonro01,
Hank McDowell,mcdowha01,hank-mcdowell-1
Antonio McDyess,mcdyean01,antonio-mcdyess-1
Jim McElroy,mcelrji01,jim-mcelroy-1
Patrick McFarland,mcfarpa01,
Ivan McFarlin,mcfariv01,ivan-mcfarlin-1
Mel McGaha,mcgahme01,
Mitch McGary,mcgarmi01,mitch-mcgary-1
JaVale McGee,mcgeeja01,javale-mcgee-1
Mike McGee,mcgeemi01,mike-mcgee-1
Bill McGill,mcgilbi01,
George McGinnis,mcginge01,george-mcginnis-1
Jon McGlocklin,mcglojo01,
Tracy McGrady,mcgratr01,
Gil McGregor,mcgregi01,
Elton McGriff,mcgriel01,
Rodney McGruder,mcgruro01,rodney-mcgruder-1
Alfred McGuire,mcguial01,
Allie McGuire,mcguial02,
Dick McGuire,mcguidi01,dick-mcguire-1
Dominic McGuire,mcguido01,dominic-mcguire-1
Kevin McHale,mchalke01,kevin-mchale-1
Maurice McHartley,mcharma01,
Jim McIlvaine,mcilvji01,jim-mcilvaine-1
Jeff McInnis,mcinnje01,jeff-mcinnis-1
Kenny McIntosh,mcintke01,
Bob McIntyre,mcintbo01,
Jerry McKee,mckeeje01,
Kevin McKenna,mckenke01,kevin-mckenna-1
Forrest McKenzie,mckenfo01,forrest-mckenzie-1
Stan McKenzie,mckenst01,
Derrick McKey,mckeyde01,derrick-mckey-1
Aaron McKie,mckieaa01,aaron-mckie-1
Billy McKinney,mckinbi01,billy-mckinney-1
Bones McKinney,mckinbo01,
Carlton McKinney,mckinca01,carlton-mckinney-1
Ben McLemore,mclembe01,ben-mclemore-1
McCoy McLemore,mclemmc01,
George McLeod,mcleoge01,
Keith McLeod,mcleoke01,keith-mcleod-1
Roshown McLeod,mcleoro01,roshown-mcleod-1
Jack McMahon,mcmahja01,
Nate McMillan,mcmilna01,nate-mcmillan-1
Tom McMillen,mcmilto01,tom-mcmillen-1
Jim McMillian,mcmilji01,
Shellie McMillon,mcmilsh01,
Mal McMullen,mcmulma01,
Chet McNabb,mcnabch01,
Mark McNamara,mcnamma01,mark-mcnamara-1
Joe McNamee,mcnamjo01,
Jerel McNeal,mcneaje01,jerel-mcneal-1
Chris McNealy,mcneach01,
Bob McNeill,mcneibo01,
Larry McNeill,mcneila01,
Carl McNulty,mcnulca01,
Paul McPherson,mcphepa01,paul-mcpherson-1
Roy McPipe,mcpipro01,
Cozell McQueen,mcqueco01,cozell-mcqueen-1
Jordan McRae,mcraejo01,jordan-mcrae-1
Thales McReynolds,mcreyth01,
Josh McRoberts,mcrobjo01,josh-mcroberts-1
Eric McWilliams,mcwiler01,
George Mearns,mearnge01,
Stanislav Medvedenko,medvest01,
Darnell Mee,meeda01,darnell-mee-1
Jodie Meeks,meeksjo01,jodie-meeks-1
Cliff Meely,meelycl01,
Scott Meents,meentsc01,scott-meents-1
Dick Mehen,mehendi01,
Monk Meineke,meinemo01,
Carl Meinhold,meinhca01,
Salah Mejri,mejrisa01,
Gal Mekel,mekelga01,gal-mekel-1
Bill Melchionni,melchbi01,
Gary Melchionni,melchga01,
Fab Melo,melofa01,fab-melo-1
Ed Melvin,melvied01,
Dean Meminger,meminde01,
Chuck Mencel,mencech01,
John Mengelt,mengejo01,john-mengelt-1
Ken Menke,menkeke01,
Pops Mensah-Bonsu,mensapo01,pops-mensah-bonsu-1
Dewitt Menyard,menyade01,
Ron Mercer,mercero01,ron-mercer-1
Joe Meriweather,meriwjo01,joe-meriweather-1
Porter Meriwether,meriwpo01,
Tom Meschery,meschto01,
Bill Meyer,meyerbi01,
Loren Meyer,meyerlo01,loren-meyer-1
Dave Meyers,meyerda01,dave-meyers-1
Stan Miasek,miasest01,
Larry Micheaux,michela01,larry-micheaux-1
Jordan Mickey,mickejo01,jordan-mickey-1
Khris Middleton,middlkh01,khris-middleton-1
Red Mihalik,mihalre01,
Chris Mihm,mihmch01,chris-mihm-1
Ed Mikan,mikaned01,
George Mikan,mikange01,george-mikan-1
Larry Mikan,mikanla01,
Vern Mikkelsen,mikkeve01,
Al Miksis,miksial01,
Aaron Miles,milesaa01,aaron-miles-1
C.J. Miles,milescj01,
Darius Miles,milesda01,
Eddie Miles,milesed01,
Marko Milic,milicma01,
Darko Milicic,milicda01,
Nat Militzok,militna01,
Andre Miller,millean02,andre-miller-1
Anthony Miller,millean01,anthony-miller-1
Bill Miller,millebi01,
Bob Miller,millebo01,bob-miller-1
Brad Miller,millebr01,brad-miller-1
Darius Miller,milleda01,darius-miller-1
Dick Miller,milledi01,dick-miller-1
Eddie Miller,milleed01,
Harry Miller,milleha01,
Jay Miller,milleja01,
Larry Miller,millela01,
Mike Miller,millemi01,mike-miller-1
Oliver Miller,milleol01,oliver-miller-1
Quincy Miller,millequ01,quincy-miller-1
Reggie Miller,millere01,reggie-miller-1
Walt Miller,millewa01,
Chris Mills,millsch01,chris-mills-1
John Mills,millsjo01,
Patty Mills,millspa02,patrick-mills-1
Terry Mills,millste01,terry-mills-1
Elijah Millsap,millsel01,elijah-millsap-1
Paul Millsap,millspa01,paul-millsap-1
Harold Miner,minerha01,harold-miner-1
Yao Ming,mingya01,
Dirk Minniefield,minnidi01,dirk-minniefield-1
Dave Minor,minorda01,
Greg Minor,minorgr01,greg-minor-1
Mark Minor,minorma01,
Nikola Mirotic,mirotni01,
Wat Misaka,misakwa01,
Jason Miskiri,miskija01,
Leland Mitchell,mitchle01,
Mike Mitchell,mitchmi01,mike-mitchell-1
Murray Mitchell,mitchmu01,
Sam Mitchell,mitchsa01,sam-mitchell-1
Todd Mitchell,mitchto01,todd-mitchell-1
Tony Mitchell,mitchto03,tony-mitchell-3
Tony Mitchell,mitchto02,tony-mitchell-4
Steve Mix,mixst01,steve-mix-1
Bill Mlkvy,mlkvybi01,
Cuttino Mobley,moblecu01,cuttino-mobley-1
Eric Mobley,mobleer01,eric-mobley-1
Doug Moe,moedo01,doug-moe-1
Larry Moffett,moffela01,
Leo Mogus,mogusle01,
Nazr Mohammed,mohamna01,nazr-mohammed-1
Jerome Moiso,moisoje01,jerome-moiso-1
Paul Mokeski,mokespa01,paul-mokeski-1
Jack Molinas,molinja01,
Wayne Molis,moliswa01,
Sidney Moncrief,moncrsi01,sidney-moncrief-1
Eric Money,moneyer01,eric-money-1
Sergei Monia,moniase01,
Earl Monroe,monroea01,
Greg Monroe,monrogr01,greg-monroe-1
Rodney Monroe,monroro01,rodney-monroe-1
Luis Montero,montelu01,
Howie Montgomery,montgho01,
Eric Montross,montrer01,eric-montross-1
Jamario Moon,moonja01,
Jim Mooney,mooneji01,
Andre Moore,moorean01,andre-moore-1
E'Twaun Moore,mooreet01,etwaun-moore-1
Gene Moore,moorege01,
Jackie Moore,mooreja01,
Johnny Moore,moorejo01,johnny-moore-1
Larry Moore,moorela01,
Lowes Moore,moorelo01,lowes-moore-1
Mikki Moore,mooremi01,mikki-moore-1
Otto Moore,mooreot01,
Richard Moore,mooreri01,
Ron Moore,moorero01,
Tracy Moore,mooretr01,tracy-moore-1
Eric Moreland,moreler01,eric-moreland-1
Jackie Moreland,morelja01,
Guy Morgan,morgagu01,guy-morgan-1
Rex Morgan,morgare01,
Elmore Morgenthaler,morgeel01,
Darren Morningstar,mornida01,darren-morningstar-1
Chris Morris,morrich01,chris-morris-1
Darius Morris,morrida01,darius-morris-1
Isaiah Morris,morriis01,isaiah-morris-1
Marcus Morris,morrima03,marcus-morris-1
Markieff Morris,morrima02,markieff-morris-1
Max Morris,morrima01,
Randolph Morris,morrira01,randolph-morris-1
Terence Morris,morrite01,terence-morris-1
Adam Morrison,morriad01,adam-morrison-1
John Morrison,morrijo01,
Mike Morrison,morrimi01,mike-morrison-1
Red Morrison,morrire01,
Anthony Morrow,morroan01,anthony-morrow-1
Dwayne Morton,mortodw01,dwayne-morton-1
John Morton,mortojo01,john-morton-1
Richard Morton,mortori01,richard-morton-1
Glenn Mosley,moslegl01,
Perry Moss,mosspe01,perry-moss-1
Lawrence Moten,motenla01,lawrence-moten-1
Donatas Motiejunas,motiedo01,
Hanno Mottola,mottoha01,hanno-mottola-1
Arnett Moultrie,moultar01,arnett-moultrie-1
Rick Mount,mountri01,rick-mount-1
Alonzo Mourning,mournal01,alonzo-mourning-1
Timofey Mozgov,mozgoti01,
Chuck Mrazovich,mrazoch01,
Emmanuel Mudiay,mudiaem01,
Erwin Mueller,mueller01,
Shabazz Muhammad,muhamsh01,shabazz-muhammad-1
Joe Mullaney,mullajo01,
Bob Mullens,mullebo01,
Byron Mullens,mulleby01,bj-mullens-1
Chris Mullin,mullich01,chris-mullin-1
Jeff Mullins,mullije01,
Todd Mundt,mundtto01,
Xavier Munford,munfoxa02,xavier-munford-1
Chris Munk,munkch01,chris-munk-1
George Munroe,munroge01,
Eric Murdock,murdoer01,eric-murdock-1
Gheorghe Muresan,muresgh01,
Allen Murphy,murphal01,
Calvin Murphy,murphca01,calvin-murphy-1
Dick Murphy,murphdi01,
Erik Murphy,murpher01,erik-murphy-1
Jay Murphy,murphja01,jay-murphy-1
John Murphy,murphjo01,
Kevin Murphy,murphke01,kevin-murphy-1
Ronnie Murphy,murphro01,ronnie-murphy-1
Tod Murphy,murphto01,tod-murphy-1
Troy Murphy,murphtr01,troy-murphy-1
Dejounte Murray,murrade01,dejounte-murray-1
Jamal Murray,murraja01,jamal-murray-1
Ken Murray,murrake01,
Lamond Murray,murrala01,lamond-murray-1
Ronald Murray,murraro01,
Tracy Murray,murratr01,tracy-murray-1
Willie Murrell,murrewi01,
Dorie Murrey,murredo01,
Toure' Murry,murryto01,toure-murry-1
Mike Muscala,muscami01,mike-muscala-1
Angelo Musi,musian01,
Jerrod Mustaf,mustaje01,jerrod-mustaf-1
Dikembe Mutombo,mutomdi01,dikembe-mutombo-1
Martin Muursepp,muursma01,
Pete Myers,myerspe01,pete-myers-1
